Country or Area,Year,Area,Month,Record Type,Reliability,Source Year,Value,Value Footnotes
Pakistan,1986,Total,Total,Data tabulated by year of occurrence,Other estimate,1989,760969,
Pakistan,1986,Total,January,Data tabulated by year of occurrence,Other estimate,1989,60044,
Pakistan,1986,Total,February,Data tabulated by year of occurrence,Other estimate,1989,48082,
Pakistan,1986,Total,March,Data tabulated by year of occurrence,Other estimate,1989,68151,
Pakistan,1986,Total,April,Data tabulated by year of occurrence,Other estimate,1989,52602,
Pakistan,1986,Total,May,Data tabulated by year of occurrence,Other estimate,1989,65705,
Pakistan,1986,Total,June,Data tabulated by year of occurrence,Other estimate,1989,78522,
Pakistan,1986,Total,July,Data tabulated by year of occurrence,Other estimate,1989,55254,
Pakistan,1986,Total,August,Data tabulated by year of occurrence,Other estimate,1989,65331,
Pakistan,1986,Total,September,Data tabulated by year of occurrence,Other estimate,1989,72215,
Pakistan,1986,Total,October,Data tabulated by year of occurrence,Other estimate,1989,61091,
Pakistan,1986,Total,November,Data tabulated by year of occurrence,Other estimate,1989,52833,
Pakistan,1986,Total,December,Data tabulated by year of occurrence,Other estimate,1989,81139,
Pakistan,1985,Total,Total,Data tabulated by year of occurrence,Other estimate,1989,839247,
Pakistan,1985,Total,January,Data tabulated by year of occurrence,Other estimate,1989,64946,
Pakistan,1985,Total,February,Data tabulated by year of occurrence,Other estimate,1989,73666,
Pakistan,1985,Total,March,Data tabulated by year of occurrence,Other estimate,1989,61361,
Pakistan,1985,Total,April,Data tabulated by year of occurrence,Other estimate,1989,55753,
Pakistan,1985,Total,May,Data tabulated by year of occurrence,Other estimate,1989,76063,
Pakistan,1985,Total,June,Data tabulated by year of occurrence,Other estimate,1989,84710,
Pakistan,1985,Total,July,Data tabulated by year of occurrence,Other estimate,1989,52516,
Pakistan,1985,Total,August,Data tabulated by year of occurrence,Other estimate,1989,81397,
Pakistan,1985,Total,September,Data tabulated by year of occurrence,Other estimate,1989,84282,
Pakistan,1985,Total,October,Data tabulated by year of occurrence,Other estimate,1989,59354,
Pakistan,1985,Total,November,Data tabulated by year of occurrence,Other estimate,1989,62323,
Pakistan,1985,Total,December,Data tabulated by year of occurrence,Other estimate,1989,82876,
Pakistan,1984,Total,Total,Data tabulated by year of occurrence,Other estimate,1989,830564,
Pakistan,1984,Total,January,Data tabulated by year of occurrence,Other estimate,1989,67829,
Pakistan,1984,Total,February,Data tabulated by year of occurrence,Other estimate,1989,68544,
Pakistan,1984,Total,March,Data tabulated by year of occurrence,Other estimate,1989,74984,
Pakistan,1984,Total,April,Data tabulated by year of occurrence,Other estimate,1989,71030,
Pakistan,1984,Total,May,Data tabulated by year of occurrence,Other estimate,1989,80416,
Pakistan,1984,Total,June,Data tabulated by year of occurrence,Other estimate,1989,83506,
Pakistan,1984,Total,July,Data tabulated by year of occurrence,Other estimate,1989,55415,
Pakistan,1984,Total,August,Data tabulated by year of occurrence,Other estimate,1989,50838,
Pakistan,1984,Total,September,Data tabulated by year of occurrence,Other estimate,1989,67751,
Pakistan,1984,Total,October,Data tabulated by year of occurrence,Other estimate,1989,75579,
Pakistan,1984,Total,November,Data tabulated by year of occurrence,Other estimate,1989,56143,
Pakistan,1984,Total,December,Data tabulated by year of occurrence,Other estimate,1989,78529,
Panama,2017,Total,Total,Data tabulated by year of occurrence,Provisional figure,2019,19482,
Panama,2017,Total,January,Data tabulated by year of occurrence,Provisional figure,2019,1710,
Panama,2017,Total,February,Data tabulated by year of occurrence,Provisional figure,2019,1501,
Panama,2017,Total,March,Data tabulated by year of occurrence,Provisional figure,2019,1627,
Panama,2017,Total,April,Data tabulated by year of occurrence,Provisional figure,2019,1485,
Panama,2017,Total,May,Data tabulated by year of occurrence,Provisional figure,2019,1545,
Panama,2017,Total,June,Data tabulated by year of occurrence,Provisional figure,2019,1590,
Panama,2017,Total,July,Data tabulated by year of occurrence,Provisional figure,2019,1690,
Panama,2017,Total,August,Data tabulated by year of occurrence,Provisional figure,2019,1725,
Panama,2017,Total,September,Data tabulated by year of occurrence,Provisional figure,2019,1642,
Panama,2017,Total,October,Data tabulated by year of occurrence,Provisional figure,2019,1653,
Panama,2017,Total,November,Data tabulated by year of occurrence,Provisional figure,2019,1623,
Panama,2017,Total,December,Data tabulated by year of occurrence,Provisional figure,2019,1691,
Panama,2016,Total,Total,Data tabulated by year of occurrence,Provisional figure,2018,18882,
Panama,2016,Total,January,Data tabulated by year of occurrence,Provisional figure,2018,1619,
Panama,2016,Total,February,Data tabulated by year of occurrence,Provisional figure,2018,1438,
Panama,2016,Total,March,Data tabulated by year of occurrence,Provisional figure,2018,1587,
Panama,2016,Total,April,Data tabulated by year of occurrence,Provisional figure,2018,1546,
Panama,2016,Total,May,Data tabulated by year of occurrence,Provisional figure,2018,1555,
Panama,2016,Total,June,Data tabulated by year of occurrence,Provisional figure,2018,1624,
Panama,2016,Total,July,Data tabulated by year of occurrence,Provisional figure,2018,1588,
Panama,2016,Total,August,Data tabulated by year of occurrence,Provisional figure,2018,1559,
Panama,2016,Total,September,Data tabulated by year of occurrence,Provisional figure,2018,1577,
Panama,2016,Total,October,Data tabulated by year of occurrence,Provisional figure,2018,1575,
Panama,2016,Total,November,Data tabulated by year of occurrence,Provisional figure,2018,1625,
Panama,2016,Total,December,Data tabulated by year of occurrence,Provisional figure,2018,1589,
Panama,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,18182,
Panama,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2018,1602,
Panama,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2018,1377,
Panama,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2018,1557,
Panama,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2018,1424,
Panama,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2018,1421,
Panama,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2018,1508,
Panama,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2018,1509,
Panama,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2018,1549,
Panama,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2018,1588,
Panama,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2018,1567,
Panama,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2018,1489,
Panama,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2018,1591,
Panama,2014,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,18171,
Panama,2014,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2016,1578,
Panama,2014,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2016,1303,
Panama,2014,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2016,1488,
Panama,2014,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2016,1450,
Panama,2014,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2016,1507,
Panama,2014,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2016,1607,
Panama,2014,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2016,1614,
Panama,2014,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2016,1484,
Panama,2014,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2016,1506,
Panama,2014,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2016,1546,
Panama,2014,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2016,1525,
Panama,2014,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2016,1563,
Philippines,2016,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,582183,
Philippines,2016,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,49293,
Philippines,2016,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,43931,
Philippines,2016,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,46493,
Philippines,2016,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,47511,
Philippines,2016,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,48648,
Philippines,2016,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,44862,
Philippines,2016,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,48848,
Philippines,2016,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,51521,
Philippines,2016,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,51728,
Philippines,2016,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,52357,
Philippines,2016,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,48015,
Philippines,2016,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,48976,
Philippines,2016,Total,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2019,0,
Philippines,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,560605,
Philippines,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2018,50381,
Philippines,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2018,44540,
Philippines,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2018,46452,
Philippines,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2018,44421,
Philippines,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2018,46953,
Philippines,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2018,44172,
Philippines,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2018,47618,
Philippines,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2018,48511,
Philippines,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2018,45777,
Philippines,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2018,48404,
Philippines,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2018,45610,
Philippines,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2018,47766,
Philippines,2015,Total,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2018,0,
Philippines,2014,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,551716,
Philippines,2014,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2017,50738,
Philippines,2014,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2017,43861,
Philippines,2014,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2017,45873,
Philippines,2014,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2017,44643,
Philippines,2014,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2017,49296,
Philippines,2014,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2017,43869,
Philippines,2014,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2017,45268,
Philippines,2014,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2017,45636,
Philippines,2014,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2017,45603,
Philippines,2014,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2017,46364,
Philippines,2014,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2017,44534,
Philippines,2014,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2017,46031,
Philippines,2014,Total,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2017,0,
Philippines,2013,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,531280,
Philippines,2013,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2016,46789,
Philippines,2013,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2016,41151,
Philippines,2013,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2016,43630,
Philippines,2013,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2016,42987,
Philippines,2013,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2016,43394,
Philippines,2013,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2016,40815,
Philippines,2013,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2016,42971,
Philippines,2013,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2016,45439,
Philippines,2013,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2016,43944,
Philippines,2013,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2016,45887,
Philippines,2013,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2016,48609,
Philippines,2013,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2016,45664,
Philippines,2012,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,514745,
Philippines,2012,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,45475,
Philippines,2012,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,40327,
Philippines,2012,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,41379,
Philippines,2012,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,41960,
Philippines,2012,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,42866,
Philippines,2012,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,40468,
Philippines,2012,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,42867,
Philippines,2012,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,45907,
Philippines,2012,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,42535,
Philippines,2012,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,43833,
Philippines,2012,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,42173,
Philippines,2012,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,44955,
Philippines,2011,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,498486,
Philippines,2011,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,44506,
Philippines,2011,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,39065,
Philippines,2011,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,41402,
Philippines,2011,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,40026,
Philippines,2011,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,40465,
Philippines,2011,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,38899,
Philippines,2011,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,40751,
Philippines,2011,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,41293,
Philippines,2011,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,41091,
Philippines,2011,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,43639,
Philippines,2011,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,42295,
Philippines,2011,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,45054,
Philippines,2010,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,488265,
Philippines,2010,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,42764,
Philippines,2010,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,37312,
Philippines,2010,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,39291,
Philippines,2010,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,38819,
Philippines,2010,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,44172,
Philippines,2010,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,38291,
Philippines,2010,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,41211,
Philippines,2010,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,44571,
Philippines,2010,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,41693,
Philippines,2010,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,40165,
Philippines,2010,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,38738,
Philippines,2010,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,41238,
Philippines,2009,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,480820,
Philippines,2009,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2012,44285,
Philippines,2009,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2012,35891,
Philippines,2009,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2012,39279,
Philippines,2009,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2012,37344,
Philippines,2009,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2012,40538,
Philippines,2009,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2012,39504,
Philippines,2009,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2012,41441,
Philippines,2009,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2012,40557,
Philippines,2009,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2012,39031,
Philippines,2009,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2012,41663,
Philippines,2009,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2012,39358,
Philippines,2009,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2012,41929,
Philippines,2009,Total,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2012,0,
Philippines,2005,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2008,426054,
Philippines,2005,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2008,37450,
Philippines,2005,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2008,31616,
Philippines,2005,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2008,34263,
Philippines,2005,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2008,33660,
Philippines,2005,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2008,37110,
Philippines,2005,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2008,36853,
Philippines,2005,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2008,37974,
Philippines,2005,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2008,35910,
Philippines,2005,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2008,34887,
Philippines,2005,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2008,35891,
Philippines,2005,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2008,34325,
Philippines,2005,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2008,36115,
Philippines,2004,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2007,403191,
Philippines,2004,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2007,35593,
Philippines,2004,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2007,31201,
Philippines,2004,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2007,32673,
Philippines,2004,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2007,32331,
Philippines,2004,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2007,32957,
Philippines,2004,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2007,32247,
Philippines,2004,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2007,34501,
Philippines,2004,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2007,35483,
Philippines,2004,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2007,33520,
Philippines,2004,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2007,34728,
Philippines,2004,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2007,33240,
Philippines,2004,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2007,34717,
Philippines,2003,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,396331,
Philippines,2003,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2005,33427,
Philippines,2003,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2005,29522,
Philippines,2003,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2005,31975,
Philippines,2003,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2005,31692,
Philippines,2003,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2005,32709,
Philippines,2003,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2005,30640,
Philippines,2003,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2005,34052,
Philippines,2003,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2005,35457,
Philippines,2003,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2005,33737,
Philippines,2003,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2005,34712,
Philippines,2003,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2005,33567,
Philippines,2003,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2005,34841,
Philippines,2002,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,396297,
Philippines,2002,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2005,36457,
Philippines,2002,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2005,29986,
Philippines,2002,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2005,31882,
Philippines,2002,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2005,30356,
Philippines,2002,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2005,31623,
Philippines,2002,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2005,30338,
Philippines,2002,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2005,37825,
Philippines,2002,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2005,38851,
Philippines,2002,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2005,32629,
Philippines,2002,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2005,32894,
Philippines,2002,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2005,31755,
Philippines,2002,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2005,31701,
Philippines,2001,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2004,381834,
Philippines,2001,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2004,34436,
Philippines,2001,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2004,28818,
Philippines,2001,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2004,31256,
Philippines,2001,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2004,30852,
Philippines,2001,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2004,30965,
Philippines,2001,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2004,29924,
Philippines,2001,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2004,32622,
Philippines,2001,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2004,32883,
Philippines,2001,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2004,32211,
Philippines,2001,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2004,33041,
Philippines,2001,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2004,32312,
Philippines,2001,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2004,32514,
Philippines,2000,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2002,366931,
Philippines,2000,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2002,32085,
Philippines,2000,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2002,28558,
Philippines,2000,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2002,29428,
Philippines,2000,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2002,29887,
Philippines,2000,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2002,30753,
Philippines,2000,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2002,29611,
Philippines,2000,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2002,31686,
Philippines,2000,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2002,30980,
Philippines,2000,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2002,29618,
Philippines,2000,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2002,31042,
Philippines,2000,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2002,30873,
Philippines,2000,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2002,32410,
Philippines,1999,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2002,347989,
Philippines,1999,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2002,30960,
Philippines,1999,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2002,27135,
Philippines,1999,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2002,27542,
Philippines,1999,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2002,26518,
Philippines,1999,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2002,29538,
Philippines,1999,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2002,29639,
Philippines,1999,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2002,29811,
Philippines,1999,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2002,29216,
Philippines,1999,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2002,28513,
Philippines,1999,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2002,29169,
Philippines,1999,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2002,29249,
Philippines,1999,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2002,30699,
Philippines,1984,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1989,313359,
Philippines,1984,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1989,26195,
Philippines,1984,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1989,24616,
Philippines,1984,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1989,25578,
Philippines,1984,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1989,23367,
Philippines,1984,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1989,25038,
Philippines,1984,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1989,25081,
Philippines,1984,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1989,27182,
Philippines,1984,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1989,27065,
Philippines,1984,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1989,27064,
Philippines,1984,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1989,27141,
Philippines,1984,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1989,27715,
Philippines,1984,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1989,27317,
Philippines,1983,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1989,327260,
Philippines,1983,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1989,26663,
Philippines,1983,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1989,24119,
Philippines,1983,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1989,26268,
Philippines,1983,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1989,26624,
Philippines,1983,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1989,28795,
Philippines,1983,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1989,26911,
Philippines,1983,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1989,28762,
Philippines,1983,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1989,30824,
Philippines,1983,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1989,28113,
Philippines,1983,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1989,27912,
Philippines,1983,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1989,26636,
Philippines,1983,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1989,25633,
Philippines,1982,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1987,308758,
Philippines,1982,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1987,26727,
Philippines,1982,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1987,24220,
Philippines,1982,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1987,25856,
Philippines,1982,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1987,24573,
Philippines,1982,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1987,25788,
Philippines,1982,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1987,26330,
Philippines,1982,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1987,27225,
Philippines,1982,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1987,27633,
Philippines,1982,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1987,25884,
Philippines,1982,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1987,25451,
Philippines,1982,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1987,24439,
